1988-02-14,21,0.679,0.577,4,-10.206,0,0.033,0.137,0.00179,0.234,0.777,132.17,164960,4,312441,alternative rock
1988-02-14,16,0.728,0.661,9,-7.829,1,0.0283,0.102,0.00231,0.273,0.563,125.888,231373,4,312441,alternative rock
1988-02-14,14,0.563,0.832,10,-9.114,1,0.0746,0.183,3.33e-05,0.168,0.789,167.483,207547,4,312441,alternative rock
1988-02-14,21,0.47,0.884,9,-7.703,0,0.107,0.18,3.31e-05,0.45,0.918,173.892,175160,4,312441,alternative rock
1988-02-14,22,0.739,0.626,4,-11.384,1,0.03,0.0089,0.000838,0.203,0.868,120.311,182947,4,312441,alternative rock
1988-11-29,0,0.325,0.464,4,-12.057,1,0.0291,0.00173,1.78e-05,0.875,0.121,96.928,328333,4,238723,alternative rock
1989-08-16,34,0.44,0.995,9,-1.795,1,0.141,0.00825,1.62e-06,0.462,0.268,142.809,106720,4,18013866,alternative rock
1989-10-17,24,0.682,0.75,4,-11.418,1,0.0316,0.318,1.18e-06,0.352,0.964,146.69,263573,4,91412,alternative rock
1989,30,0.437,0.656,5,-10.048,1,0.032,0.456,0.000208,0.251,0.663,80.362,106973,4,118067,alternative rock
1989,26,0.493,0.947,4,-6.772,1,0.0832,0.125,7.95e-06,0.513,0.459,130.352,158733,4,265019,alternative rock
1989-02-14,54,0.819,0.705,4,-7.245,0,0.0365,0.162,0.000543,0.0666,0.976,112.248,182013,4,312441,alternative rock
1989,29,0.392,0.445,4,-11.037,0,0.0273,0.11,5.49e-05,0.234,0.226,140.283,254067,4,118067,alternative rock
1989,29,0.665,0.5,7,-9.579,0,0.0345,0.0862,2.33e-06,0.104,0.95,119.969,186333,4,118067,alternative rock
1989,25,0.15,0.557,5,-10.712,1,0.0334,0.184,0,0.384,0.148,153.259,227267,4,118067,alternative rock
1989,25,0.464,0.654,0,-8.579,1,0.0269,0.112,8.3e-05,0.11,0.77,170.046,178333,4,118067,alternative rock
1989,25,0.723,0.741,9,-9.423,1,0.0313,0.00294,5.88e-05,0.0954,0.74,104.967,215400,4,118067,alternative rock
1989,23,0.596,0.871,9,-9.046,1,0.0445,0.0676,0,0.841,0.535,107.124,227227,4,118067,alternative rock
1989,22,0.657,0.802,4,-8.951,0,0.0381,0.0246,3.76e-05,0.104,0.67,127.949,249293,4,118067,alternative rock
1989,22,0.658,0.924,3,-8.898,1,0.0387,0.015,0.000609,0.179,0.805,120.029,140067,4,118067,alternative rock
1989,22,0.759,0.792,4,-8.191,1,0.0288,0.12,3.23e-06,0.0523,0.927,114.034,193560,4,118067,alternative rock
1989,21,0.676,0.869,6,-8.762,1,0.0477,0.0743,0.000187,0.209,0.932,92.056,104107,4,118067,alternative rock
1989,20,0.583,0.802,0,-8.998,0,0.0314,0.00647,0,0.297,0.811,150.043,166240,4,118067,alternative rock
1989,21,0.576,0.292,0,-11.571,1,0.0287,0.522,0.000162,0.338,0.347,111.218,253000,4,118067,alternative rock
1989,20,0.755,0.601,4,-9.292,0,0.0299,0.0457,0.00276,0.21,0.909,112.893,260067,3,118067,alternative rock
1989,15,0.252,0.963,4,-5.248,0,0.135,0.011,0,0.0771,0.556,183.253,148080,4,265019,alternative rock
1989-01-27,10,0.532,0.181,5,-20.367,1,0.0386,0.636,0.00438,0.084,0.339,113.216,200467,4,237332,alternative rock
1989,12,0.529,0.297,5,-14.73,1,0.0327,0.708,0.0181,0.103,0.365,113.315,205720,4,237332,alternative rock
